role,company_name,job_description,resume_text,resume_keywords,is_selected,callbacks_from_company
DevOps Engineer,Vertex Digital,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: incident response, docker, aws, linux, terraform. Preferred tools: ansible, github actions, grafana. Responsibilities include built ci pipelines, managed cloud infrastructure, and automated deployments.","DevOps Engineer with hands-on experience in banking. Key strengths include docker, monitoring, kubernetes, terraform, incident response and practical delivery in production systems. Experience: improved release reliability, automated deployments, and reduced downtime. Tools used: prometheus, jenkins, grafana. Achievements: cut incident volume by 58%; improved model accuracy by 56%. Additional exposure: design systems.","incident response, kubernetes, monitoring, terraform, linux, ansible, github actions, managed cloud infrastructure, reduced downtime",1,3
DevOps Engineer,BluePeak Digital,"We are hiring a DevOps Engineer for our banking platform. Required skills: incident response, ci/cd, monitoring, terraform, docker. Preferred tools: ansible, prometheus, grafana. Responsibilities include reduced downtime, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in saas. Key strengths include aws, linux, terraform, ci/cd, kubernetes and practical delivery in production systems. Experience: reduced downtime, built ci pipelines, and managed cloud infrastructure. Tools used: prometheus, github actions, grafana. Achievements: saved 67 engineering hours per month; improved throughput by 33%. Additional exposure: wireframing.","aws, docker, linux, monitoring, ci/cd, jenkins, ansible, managed cloud infrastructure, automated deployments",1,3
DevOps Engineer,Quantum Systems,"We are hiring a DevOps Engineer for our banking platform. Required skills: docker, linux, ci/cd, monitoring, terraform. Preferred tools: github actions, prometheus, jenkins. Responsibilities include reduced downtime, built ci pipelines, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in retail. Key strengths include monitoring, ci/cd, terraform, linux, kubernetes and practical delivery in production systems. Experience: reduced downtime, automated deployments, and built ci pipelines. Tools used: ansible, jenkins, grafana. Achievements: increased conversion by 26%; increased conversion by 14%. Additional exposure: report automation.","terraform, monitoring, kubernetes, linux, aws, jenkins, prometheus, managed cloud infrastructure, automated deployments",1,1
DevOps Engineer,Nex Works,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: monitoring, incident response, ci/cd, docker, kubernetes. Preferred tools: grafana, jenkins, github actions. Responsibilities include improved release reliability, automated deployments, and reduced downtime.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include monitoring, ci/cd, terraform, incident response, linux and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and automated deployments. Tools used: jenkins, grafana, ansible. Achievements: cut incident volume by 25%; cut incident volume by 24%. Additional exposure: javascript.","aws, incident response, terraform, linux, ci/cd, grafana, jenkins, reduced downtime, automated deployments",0,0
DevOps Engineer,Apex Digital,"We are hiring a DevOps Engineer for our telecom platform. Required skills: monitoring, aws, terraform, incident response, kubernetes. Preferred tools: prometheus, ansible, grafana. Responsibilities include reduced downtime, built ci pipelines, and automated deployments.","DevOps Engineer with hands-on experience in telecom. Key strengths include incident response, monitoring, aws, linux, docker and practical delivery in production systems. Experience: improved release reliability, built ci pipelines, and reduced downtime. Tools used: ansible, grafana, github actions. Achievements: improved throughput by 68%; reduced cloud costs by 36%. Additional exposure: microservices.","linux, docker, aws, incident response, kubernetes, github actions, ansible, reduced downtime, improved release reliability",0,0
DevOps Engineer,Vertex Systems,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: aws, incident response, ci/cd, monitoring, docker. Preferred tools: github actions, grafana, prometheus. Responsibilities include reduced downtime, improved release reliability, and automated deployments.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include kubernetes, monitoring, linux, aws, ci/cd and practical delivery in production systems. Experience: improved release reliability, reduced downtime, and built ci pipelines. Tools used: jenkins, github actions, ansible. Achievements: improved model accuracy by 19%; increased conversion by 29%. Additional exposure: prototyping.","docker, terraform, aws, kubernetes, monitoring, jenkins, ansible, automated deployments, improved release reliability",0,0
DevOps Engineer,Vertex Labs,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: monitoring, linux, terraform, kubernetes, aws. Preferred tools: grafana, jenkins, ansible. Responsibilities include managed cloud infrastructure, improved release reliability, and automated deployments.","DevOps Engineer with hands-on experience in healthcare. Key strengths include monitoring, terraform, aws, docker, ci/cd and practical delivery in production systems. Experience: built ci pipelines, managed cloud infrastructure, and reduced downtime. Tools used: prometheus, github actions, grafana. Achievements: improved model accuracy by 59%; improved model accuracy by 52%. Additional exposure: java.","aws, ci/cd, terraform, incident response, monitoring, grafana, prometheus, managed cloud infrastructure, automated deployments",0,0
DevOps Engineer,Nex Works,"We are hiring a DevOps Engineer for our telecom platform. Required skills: aws, linux, terraform, ci/cd, kubernetes. Preferred tools: grafana, github actions, ansible. Responsibilities include built ci pipelines, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in edtech. Key strengths include ci/cd, terraform, incident response, docker, kubernetes and practical delivery in production systems. Experience: built ci pipelines, reduced downtime, and automated deployments. Tools used: ansible, prometheus, github actions. Achievements: reduced latency by 28%; improved model accuracy by 40%. Additional exposure: threat analysis.","incident response, monitoring, kubernetes, terraform, ci/cd, jenkins, prometheus, improved release reliability, reduced downtime",1,2
DevOps Engineer,Vertex Systems,"We are hiring a DevOps Engineer for our fintech platform. Required skills: incident response, docker, terraform, linux, aws. Preferred tools: github actions, prometheus, ansible. Responsibilities include automated deployments, managed cloud infrastructure, and built ci pipelines.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include linux, aws, monitoring, ci/cd, terraform and practical delivery in production systems. Experience: managed cloud infrastructure, improved release reliability, and automated deployments. Tools used: jenkins, prometheus, ansible. Achievements: reduced cloud costs by 63%; saved 57 engineering hours per month. Additional exposure: celery.","terraform, linux, aws, ci/cd, monitoring, github actions, ansible, improved release reliability, automated deployments",1,4
DevOps Engineer,Vertex Analytics,"We are hiring a DevOps Engineer for our retail platform. Required skills: monitoring, kubernetes, terraform, linux, docker. Preferred tools: grafana, github actions, prometheus. Responsibilities include managed cloud infrastructure, reduced downtime, and improved release reliability.","DevOps Engineer with hands-on experience in healthcare. Key strengths include terraform, aws, kubernetes, docker, monitoring and practical delivery in production systems. Experience: automated deployments, built ci pipelines, and improved release reliability. Tools used: prometheus, github actions, jenkins. Achievements: improved throughput by 17%; reduced cloud costs by 47%. Additional exposure: wireframing.","aws, linux, docker, ci/cd, kubernetes, prometheus, ansible, automated deployments, built ci pipelines",0,0
